Date,Price,Open,High,Low,Vol.,Change %
2009-01-21,86.515,87.025,87.2,85.885,3.71K,-0.40%
2009-01-22,86.13,86.24,86.74,85.825,4.82K,-0.45%
2009-01-23,86.19,86.27,87.405,85.845,4.94K,0.07%
2009-01-26,85.205,86.265,86.86,84.87,3.51K,-1.14%
2009-01-27,84.93,85.12,85.3,84.255,3.59K,-0.32%
2009-01-28,85.21,85,85.385,84.02,5.99K,0.33%
2009-01-29,85.755,85.315,85.95,84.76,4.17K,0.64%
2009-01-30,86.46,86.105,86.63,85.92,4.73K,0.82%
2009-02-02,86.48,86.685,86.97,86.13,4.05K,0.02%
2009-02-03,85.43,86.44,86.665,85.165,5.60K,-1.21%
2009-02-04,86.075,85.64,86.335,85.125,3.68K,0.76%
2009-02-05,86.36,86.29,86.435,85.745,3.19K,0.33%
2009-02-06,85.645,86.35,86.645,85.355,5.32K,-0.83%
2009-02-09,85.05,85.565,85.9,84.665,5.40K,-0.69%
2009-02-10,86.135,85.65,86.305,84.97,5.20K,1.28%
2009-02-11,86.125,86.055,86.495,85.585,5.14K,-0.01%
2009-02-12,86.905,86.085,87.12,85.87,10.71K,0.91%
2009-02-13,86.325,86.405,86.55,85.97,4.21K,-0.67%
2009-02-16,86.96,86.955,87.155,86.65,0.95K,0.74%
2009-02-17,87.92,86.96,88.21,86.96,6.72K,1.10%
2009-02-18,88.33,88.11,88.57,87.79,5.50K,0.47%
2009-02-19,87.75,88.21,88.24,87.22,4.70K,-0.66%
2009-02-20,86.7,87.99,88.395,86.435,8.44K,-1.20%
2009-02-23,87.43,85.92,87.59,85.81,6.05K,0.84%
2009-02-24,87.05,87.515,87.84,86.95,3.97K,-0.43%
2009-02-25,88.12,86.975,88.24,86.84,5.16K,1.23%
2009-02-26,87.875,87.91,88.245,87.475,3.21K,-0.28%
2009-02-27,88.15,88.06,88.675,87.84,6.28K,0.31%
2009-03-02,89.07,88.4,89.195,88.4,4.54K,1.04%
2009-03-03,89.02,89.05,89.455,88.465,8.76K,-0.06%
2009-03-04,88.7,89.71,89.71,88.52,5.37K,-0.36%
2009-03-05,89.2,88.82,89.6,88.77,4.41K,0.56%
2009-03-06,88.55,89.125,89.125,87.91,12.26K,-0.73%
2009-03-09,89,88.62,89.47,88.155,9.35K,0.51%
2009-03-10,88.94,89.09,89.105,87.83,12.34K,-0.07%
2009-03-11,87.885,88.485,89.035,87.545,9.67K,-1.19%
2009-03-12,87.665,87.82,88.585,87.195,5.45K,-0.25%
2009-03-13,87.455,87.38,87.625,87.195,2.93K,-0.24%
2009-03-16,86.89,87.095,87.105,86.52,0.21K,-0.65%
2009-03-17,87.345,87.52,87.845,87.2,3.93K,0.52%
2009-03-18,84.98,87.23,87.53,84.36,9.26K,-2.71%
2009-03-19,83.64,84.685,85.04,83.145,10.84K,-1.58%
2009-03-20,84.34,83.605,84.55,83.28,7.25K,0.84%
2009-03-23,83.95,84.03,84.67,83.38,7.29K,-0.46%
2009-03-24,84.33,83.915,84.78,83.7,7.10K,0.45%
2009-03-25,84.295,84.625,84.83,83.65,6.86K,-0.04%
2009-03-26,84.61,84.215,84.735,83.915,3.26K,0.37%
2009-03-27,85.58,84.54,85.86,84.165,4.38K,1.15%
2009-03-30,86.3,85.97,86.615,85.68,3.78K,0.84%
2009-03-31,85.895,86.185,86.31,85.565,4.17K,-0.47%
2009-04-01,85.96,86.01,86.485,85.8,3.75K,0.08%
2009-04-02,84.89,85.935,85.935,84.465,6.13K,-1.24%
2009-04-03,84.555,84.665,85.205,84.52,3.32K,-0.39%
2009-04-06,85.075,84.315,85.265,84.1,4.15K,0.61%
2009-04-07,85.665,85.375,85.84,85.015,5.16K,0.69%
2009-04-08,85.71,85.62,86.13,85.32,4.05K,0.05%
2009-04-09,86.075,85.615,86.24,85.26,5.11K,0.43%
2009-04-13,84.93,85.74,86.22,84.715,4.06K,-1.33%
2009-04-14,84.925,84.825,85.35,84.825,2.54K,-0.01%
2009-04-15,85.36,85.095,85.64,84.855,3.15K,0.51%
2009-04-16,85.5,85.13,85.76,84.9,3.30K,0.16%
2009-04-17,86.295,85.465,86.34,85.435,6.94K,0.93%
2009-04-20,86.98,86.36,87.22,86.14,9.88K,0.79%
2009-04-21,86.89,87.035,87.16,86.515,4.85K,-0.10%
2009-04-22,86.485,86.795,87.08,86.375,3.58K,-0.47%
2009-04-23,85.755,86.51,86.66,85.515,5.77K,-0.84%
2009-04-24,84.92,85.7,85.76,84.635,8.84K,-0.97%
2009-04-27,85.92,84.865,86.075,84.865,4.30K,1.18%
2009-04-28,85.325,85.9,86.23,85.23,4.09K,-0.69%
2009-04-29,84.655,85.44,85.44,84.24,7.20K,-0.79%
2009-04-30,84.775,84.74,85.14,84.035,3.98K,0.14%
2009-05-01,84.705,84.9,84.965,84.43,2.01K,-0.08%
2009-05-04,84.115,84.74,85.03,83.81,5.34K,-0.70%
2009-05-05,84.295,83.81,84.47,83.62,4.31K,0.21%
2009-05-06,83.94,84.3,84.57,83.9,3.90K,-0.42%
2009-05-07,84.105,84.155,84.54,83.555,5.59K,0.20%
2009-05-08,82.64,83.99,84.235,82.495,7.44K,-1.74%
2009-05-11,82.795,82.41,82.965,82.4,4.27K,0.19%
2009-05-12,82.42,82.89,83.01,82.11,6.69K,-0.45%
2009-05-13,82.625,82.27,82.88,81.98,6.17K,0.25%
2009-05-14,82.37,82.91,83.015,82.32,4.77K,-0.31%
2009-05-15,83.15,82.495,83.225,82.375,5.90K,0.95%
2009-05-18,82.755,83,83.335,82.56,4.20K,-0.48%
2009-05-19,82.055,82.65,82.74,81.97,5.29K,-0.85%
2009-05-20,81.08,82.16,82.34,80.98,7.66K,-1.19%
2009-05-21,80.64,81.12,81.5,80.44,11.57K,-0.54%
2009-05-22,80.055,80.455,80.57,79.905,11.52K,-0.73%
2009-05-25,80.115,80,80.385,79.975,0.57K,0.07%
2009-05-26,80.205,80.17,80.825,80.1,7.26K,0.11%
2009-05-27,80.415,80.16,80.98,80.035,7.24K,0.26%
2009-05-28,80.5,80.9,81.195,80.315,5.64K,0.11%
2009-05-29,79.43,80.5,80.505,79.255,8.64K,-1.33%
2009-06-01,79.16,79.305,79.535,78.625,6.52K,-0.34%
2009-06-02,78.47,79.13,79.5,78.375,6.81K,-0.87%
2009-06-03,79.535,78.55,79.695,78.385,8.02K,1.36%
2009-06-04,79.45,79.5,80,79.075,12.13K,-0.11%
2009-06-05,80.73,79.505,80.885,79.185,9.69K,1.61%
2009-06-08,80.97,80.9,81.53,80.58,13.35K,0.30%
2009-06-09,79.825,80.74,81.085,79.7,8.68K,-1.41%
2009-06-10,80.34,79.88,80.67,79.48,18.49K,0.65%
2009-06-11,79.43,80.275,80.415,79.2,13.03K,-1.13%
2009-06-12,80.175,79.475,80.54,79.47,3.30K,0.94%
2009-06-15,80.861,80.525,80.925,80.525,0.46K,0.86%
2009-06-16,81.13,81.575,81.795,80.705,4.56K,0.33%
2009-06-17,80.575,81.18,81.355,80.435,5.21K,-0.68%
2009-06-18,81.01,80.605,81.17,80.485,5.44K,0.54%
2009-06-19,80.63,80.95,81.125,80.31,5.39K,-0.47%
2009-06-22,81.14,80.62,81.3,80.62,5.26K,0.63%
2009-06-23,80.175,81.195,81.285,80.04,9.71K,-1.19%
2009-06-24,80.88,80.185,81.085,79.9,6.33K,0.88%
2009-06-25,80.69,80.85,81.255,80.57,6.05K,-0.23%
2009-06-26,80.105,80.595,80.595,79.905,8.33K,-0.72%
2009-06-29,80.115,80.05,80.595,80.03,5.01K,0.01%
2009-06-30,80.425,80.055,80.64,79.695,7.74K,0.39%
2009-07-01,79.875,80.385,80.68,79.565,6.79K,-0.68%
2009-07-02,80.38,79.85,80.585,79.85,0.19K,0.63%
2009-07-03,80.665,80.675,80.75,80.415,0.76K,0.35%
2009-07-06,80.695,80.605,81.165,80.46,5.28K,0.04%
2009-07-07,80.865,80.545,81.075,80.32,4.83K,0.21%
2009-07-08,81.005,81.02,81.12,80.77,4.72K,0.17%
2009-07-09,80.05,80.925,81.105,79.88,7.59K,-1.18%
2009-07-10,80.43,80.195,80.71,80.19,3.88K,0.47%
2009-07-13,80.3,80.4,80.7,80.175,3.39K,-0.16%
2009-07-14,80.37,80.19,80.485,80.045,4.60K,0.09%
2009-07-15,79.46,80.145,80.185,79.425,12.13K,-1.13%
2009-07-16,79.37,79.59,79.775,79.285,4.08K,-0.11%
2009-07-17,79.505,79.465,79.815,79.41,3.09K,0.17%
2009-07-20,79.05,79.52,79.605,78.925,7.36K,-0.57%
2009-07-21,79.09,79.03,79.25,78.74,6.27K,0.05%
2009-07-22,78.86,79.05,79.22,78.695,7.02K,-0.29%
2009-07-23,78.97,78.99,79.32,78.585,6.20K,0.14%
2009-07-24,78.895,79.105,79.245,78.74,2.72K,-0.09%
2009-07-27,78.755,78.805,79.125,78.51,4.81K,-0.18%
2009-07-28,79,78.75,79.21,78.42,5.97K,0.31%
2009-07-29,79.785,79.09,79.81,78.875,7.27K,0.99%
2009-07-30,79.405,79.725,79.77,79.305,4.15K,-0.48%
2009-07-31,78.45,79.375,79.4,78.31,9.60K,-1.20%
2009-08-03,77.75,78.16,78.585,77.565,8.88K,-0.89%
2009-08-04,77.88,77.71,77.92,77.555,5.56K,0.17%
2009-08-05,77.605,77.75,77.98,77.52,5.90K,-0.35%
2009-08-06,78.155,77.7,78.24,77.59,4.71K,0.71%
2009-08-07,79.105,78.045,79.21,77.895,13.10K,1.22%
2009-08-10,79.385,78.825,79.515,78.825,7.57K,0.35%
2009-08-11,79.285,79.365,79.475,79.115,3.61K,-0.13%
2009-08-12,78.9,79.26,79.515,78.72,6.27K,-0.49%
2009-08-13,78.58,78.9,78.925,78.325,6.76K,-0.41%
2009-08-14,79.005,78.555,79.03,78.305,5.58K,0.54%
2009-08-17,79.4,78.99,79.695,78.86,8.65K,0.50%
2009-08-18,79.035,79.315,79.46,78.98,4.37K,-0.46%
2009-08-19,78.545,78.96,79.31,78.405,8.98K,-0.62%
2009-08-20,78.45,78.5,78.745,78.365,3.91K,-0.12%
2009-08-21,78.1,78.455,78.65,77.81,8.76K,-0.45%
2009-08-24,78.33,78.05,78.385,78,3.02K,0.29%
2009-08-25,78.295,78.29,78.485,77.86,5.64K,-0.04%
2009-08-26,78.72,78.415,78.895,78.185,9.36K,0.54%
2009-08-27,78.055,78.71,78.795,77.89,10.30K,-0.84%
2009-08-28,78.385,78.085,78.435,77.91,4.03K,0.42%
2009-08-31,78.22,78.355,78.635,78.025,5.33K,-0.21%
2009-09-01,78.805,78.17,79.01,77.975,12.32K,0.75%
2009-09-02,78.435,78.825,78.9,78.295,7.24K,-0.47%
2009-09-03,78.52,78.4,78.58,78.03,6.35K,0.11%
2009-09-04,78.165,78.515,78.76,78.035,5.46K,-0.45%
2009-09-07,78.01,78.16,78.17,77.745,3.74K,-0.20%
2009-09-08,77.34,78.005,78.045,77.065,22.98K,-0.86%
2009-09-09,77.1,77.285,77.465,76.815,14.61K,-0.31%
2009-09-10,76.83,77.055,77.23,76.71,13.63K,-0.35%
2009-09-11,76.64,76.83,76.85,76.445,4.25K,-0.25%
2009-09-14,76.732,76.65,77.09,76.62,0.64K,0.12%
2009-09-15,76.785,76.835,77.315,76.66,7.71K,0.07%
2009-09-16,76.475,76.715,76.815,76.375,5.48K,-0.40%
2009-09-17,76.43,76.53,76.655,76.23,6.67K,-0.06%
2009-09-18,76.67,76.515,76.93,76.485,6.79K,0.31%
2009-09-21,77,76.75,77.335,76.7,7.26K,0.43%
2009-09-22,76.35,76.955,76.955,76.22,5.89K,-0.84%
2009-09-23,76.295,76.225,76.755,76.045,7.55K,-0.07%
2009-09-24,77.115,76.595,77.255,76.28,10.56K,1.07%
2009-09-25,77.015,77.16,77.285,76.685,7.52K,-0.13%
2009-09-28,77.27,76.88,77.48,76.72,8.14K,0.33%
2009-09-29,77.36,77.2,77.735,77.025,7.69K,0.12%
2009-09-30,76.86,77.28,77.29,76.68,12.13K,-0.65%
2009-10-01,77.415,76.87,77.495,76.8,8.96K,0.72%
2009-10-02,77.215,77.505,77.72,76.865,9.41K,-0.26%
2009-10-05,76.835,77.21,77.235,76.805,3.38K,-0.49%
2009-10-06,76.495,76.85,76.88,76.28,9.25K,-0.44%
2009-10-07,76.665,76.48,76.8,76.3,3.87K,0.22%
2009-10-08,76.13,76.515,76.515,75.68,14.30K,-0.70%
2009-10-09,76.62,76.175,76.725,76.13,9.85K,0.64%
2009-10-12,76.29,76.52,76.845,76.185,4.51K,-0.43%
2009-10-13,76.165,76.27,76.47,75.92,8.24K,-0.16%
2009-10-14,75.725,76.03,76.07,75.51,14.21K,-0.58%
2009-10-15,75.66,75.605,75.945,75.405,12.87K,-0.09%
2009-10-16,75.77,75.565,76.08,75.47,12.41K,0.15%
2009-10-19,75.505,75.8,76.07,75.25,9.50K,-0.35%
2009-10-20,75.73,75.4,75.935,75.265,12.41K,0.30%
2009-10-21,75.11,75.725,75.895,75.085,14.02K,-0.82%
2009-10-22,75.24,75.25,75.67,75.175,12.71K,0.17%
2009-10-23,75.6,75.205,75.665,75.105,14.26K,0.48%
2009-10-26,76.195,75.6,76.26,75.34,18.52K,0.79%
2009-10-27,76.28,76.22,76.49,75.905,19.00K,0.11%
2009-10-28,76.585,76.24,76.705,76.13,16.84K,0.40%
2009-10-29,76.065,76.62,76.735,75.995,19.25K,-0.68%
2009-10-30,76.475,76.075,76.58,75.975,16.81K,0.54%
2009-11-02,76.46,76.475,76.575,76.08,14.32K,-0.02%
2009-11-03,76.57,76.31,77.5,76.225,26.67K,0.14%
2009-11-04,75.825,76.52,76.545,75.705,25.71K,-0.97%
2009-11-05,75.865,76.02,76.165,75.645,15.24K,0.05%
2009-11-06,75.94,75.875,76.11,75.59,19.63K,0.10%
2009-11-09,75.135,75.81,75.83,75.025,16.42K,-1.06%
2009-11-10,75.11,75.16,75.375,75.035,12.92K,-0.03%
2009-11-11,75.26,75.02,75.325,74.855,14.03K,0.20%
2009-11-12,75.695,75.07,75.88,75.03,16.77K,0.58%
2009-11-13,75.425,75.695,75.76,75.225,17.58K,-0.36%
2009-11-16,74.92,75.36,75.405,74.75,18.34K,-0.67%
2009-11-17,75.465,74.935,75.72,74.93,15.07K,0.73%
2009-11-18,75.265,75.34,75.43,74.985,12.08K,-0.27%
2009-11-19,75.37,75.2,75.645,75.2,13.49K,0.14%
2009-11-20,75.73,75.375,76.5,75.285,18.63K,0.48%
2009-11-23,75.17,75.8,75.845,75.025,16.33K,-0.74%
2009-11-24,75.125,75.29,75.525,75.06,13.30K,-0.06%
2009-11-25,74.325,75.165,75.165,74.27,18.37K,-1.06%
2009-11-26,74.885,74.34,75.07,74.21,4.09K,0.75%
2009-11-27,75.04,75.02,75.665,74.97,18.26K,0.21%
2009-11-30,74.935,75,75.06,74.535,18.37K,-0.14%
2009-12-01,74.415,74.845,75.16,74.31,15.54K,-0.69%
2009-12-02,74.705,74.47,74.715,74.4,12.55K,0.39%
2009-12-03,74.67,74.595,74.875,74.36,14.52K,-0.05%
2009-12-04,75.97,74.835,76,74.645,41.71K,1.74%
2009-12-07,75.81,75.75,76.255,75.48,31.40K,-0.21%
2009-12-08,76.33,75.655,76.355,75.545,23.14K,0.69%
2009-12-09,76.055,76.275,76.34,75.875,41.51K,-0.36%
2009-12-10,76.07,76,76.24,75.865,12.21K,0.02%
2009-12-11,76.585,76.055,76.74,75.735,12.24K,0.68%
2009-12-14,76.414,76.61,76.625,76.26,12.24K,-0.22%
2009-12-15,77.3,76.755,77.575,76.725,17.32K,1.16%
2009-12-16,77.335,77.31,77.385,76.945,16.24K,0.05%
2009-12-17,78.09,77.31,78.28,77.29,29.65K,0.98%
2009-12-18,78.195,78.02,78.5,77.745,20.93K,0.13%
2009-12-21,78.42,78.165,78.5,77.965,18.22K,0.29%
2009-12-22,78.61,78.395,78.77,78.22,15.64K,0.24%
2009-12-23,78.23,78.61,78.705,78.075,15.24K,-0.48%
2009-12-24,78.175,78.225,78.26,77.85,4.97K,-0.07%
2009-12-25,78.2,78.2,78.2,78.2,0K,0.03%
2009-12-28,78.015,78.1,78.215,77.9,4.70K,-0.24%
2009-12-29,78.185,78.08,78.275,77.665,11.80K,0.22%
2009-12-30,78.275,78.3,78.55,78.15,12.49K,0.12%
2009-12-31,78.22,78.22,78.395,77.79,7.95K,-0.07%
2010-01-01,78.29,78.29,78.29,78.29,0K,0.09%
2010-01-04,77.83,78.355,78.59,77.575,18.39K,-0.59%
2010-01-05,77.85,77.765,77.95,77.39,19.30K,0.03%
2010-01-06,77.655,77.94,78.215,77.58,16.01K,-0.25%
2010-01-07,78.105,77.615,78.27,77.6,15.51K,0.58%
2010-01-08,77.655,78.2,78.435,77.545,23.91K,-0.58%
2010-01-11,77.16,77.63,77.66,76.945,20.21K,-0.64%
2010-01-12,77.12,77.31,77.46,76.89,25.03K,-0.05%
2010-01-13,76.99,77.265,77.325,76.74,15.82K,-0.17%
2010-01-14,76.885,76.92,77.175,76.81,12.40K,-0.14%
2010-01-15,77.48,77.01,77.56,76.985,13.01K,0.77%
2010-01-18,77.205,77.5,77.55,77.2,2.51K,-0.35%
2010-01-19,77.65,77.165,77.855,77.09,14.31K,0.58%
2010-01-20,78.5,77.675,78.64,77.675,21.02K,1.09%
2010-01-21,78.515,78.495,79,78.3,30.32K,0.02%
2010-01-22,78.43,78.515,78.73,78.22,20.92K,-0.11%
2010-01-25,78.35,78.43,78.515,78.2,11.29K,-0.10%
2010-01-26,78.61,78.305,78.835,78.235,19.40K,0.33%
2010-01-27,78.87,78.675,79.05,78.53,21.11K,0.33%
2010-01-28,79.1,78.975,79.265,78.75,25.04K,0.29%
2010-01-29,79.65,79.24,79.68,79.07,23.63K,0.70%
2010-02-01,79.42,79.61,79.76,79.35,18.21K,-0.29%
2010-02-02,79.18,79.41,79.58,79.135,15.68K,-0.30%
2010-02-03,79.55,79.145,79.62,78.83,23.17K,0.47%
2010-02-04,80.075,79.635,80.225,79.51,29.02K,0.66%
2010-02-05,80.595,80.3,80.82,80.095,42.76K,0.65%
2010-02-08,80.44,80.56,80.665,80.23,27.54K,-0.19%
2010-02-09,79.99,80.53,80.53,79.65,42.68K,-0.56%
2010-02-10,80.14,79.895,80.435,79.77,29.87K,0.19%
2010-02-11,80.1,80.02,80.6,79.82,32.33K,-0.05%
2010-02-12,80.41,80.18,80.835,80.075,29.51K,0.39%
2010-02-15,80.435,80.47,80.615,80.295,2.08K,0.03%
2010-02-16,79.755,80.435,80.445,79.655,25.04K,-0.85%
2010-02-17,80.475,79.72,80.61,79.61,28.48K,0.90%
2010-02-18,80.465,80.63,81.2,80.255,28.13K,-0.01%
2010-02-19,80.72,81.195,81.43,80.6,23.32K,0.32%
2010-02-22,80.585,80.69,80.745,80.43,12.48K,-0.17%
2010-02-23,80.91,80.59,81.05,80.145,25.90K,0.40%
2010-02-24,80.915,80.98,80.98,80.41,22.22K,0.01%
2010-02-25,80.86,80.935,81.195,80.7,23.74K,-0.07%
2010-02-26,80.44,80.82,80.835,80.19,29.02K,-0.52%
2010-03-01,80.705,80.535,81.315,80.33,26.63K,0.33%
2010-03-02,80.575,80.93,81.34,80.425,26.62K,-0.16%
2010-03-03,80.02,80.445,80.6,79.835,29.36K,-0.69%
2010-03-04,80.585,80.085,80.7,79.97,23.70K,0.71%
2010-03-05,80.46,80.58,80.92,80.43,19.37K,-0.16%
2010-03-08,80.455,80.425,80.58,80.1,28.84K,-0.01%
2010-03-09,80.605,80.475,80.88,80.44,24.08K,0.19%
2010-03-10,80.465,80.615,80.865,80.315,31.32K,-0.17%
2010-03-11,80.315,80.535,80.57,80.25,30.57K,-0.19%
2010-03-12,79.84,80.3,80.33,79.65,28.66K,-0.59%
2010-03-15,80.175,79.77,80.18,79.765,1.02K,0.42%
2010-03-16,79.995,80.415,80.535,79.85,22.66K,-0.22%
2010-03-17,79.85,79.925,80.075,79.73,21.96K,-0.18%
2010-03-18,80.44,79.95,80.665,79.945,24.35K,0.74%
2010-03-19,80.975,80.485,81.135,80.44,27.11K,0.67%
2010-03-22,80.883,80.975,81.345,80.78,19.53K,-0.11%
2010-03-23,81.118,80.785,81.25,80.775,19.87K,0.29%
2010-03-24,82.106,81.185,82.31,81.125,30.19K,1.22%
2010-03-25,82.405,82.145,82.52,81.895,24.73K,0.36%
2010-03-26,81.978,82.32,82.32,81.85,24.83K,-0.52%
2010-03-29,81.624,81.62,81.91,81.445,15.00K,-0.43%
2010-03-30,81.738,81.47,81.825,81.235,17.16K,0.14%
2010-03-31,81.291,81.67,81.94,81.095,33.71K,-0.55%
2010-04-01,80.972,81.215,81.475,80.81,26.74K,-0.39%
2010-04-02,81.444,80.875,81.47,80.52,6.01K,0.58%
2010-04-05,81.254,81.285,81.455,81.1,10.93K,-0.23%
2010-04-06,81.57,81.315,81.815,81.315,19.24K,0.39%
2010-04-07,81.612,81.615,81.91,81.54,17.98K,0.05%
2010-04-08,81.701,81.805,82.06,81.615,21.90K,0.11%
2010-04-09,81.241,81.575,81.745,81.01,27.93K,-0.56%
2010-04-12,80.692,80.85,80.85,80.215,20.48K,-0.68%
2010-04-13,80.625,80.695,80.885,80.395,16.46K,-0.08%
2010-04-14,80.291,80.555,80.615,80.14,29.08K,-0.41%
2010-04-15,80.585,80.28,80.835,80.25,20.29K,0.37%
2010-04-16,80.944,80.635,81.035,80.58,25.51K,0.45%
2010-04-19,81.105,81.01,81.39,80.965,18.86K,0.20%
2010-04-20,81.141,81.055,81.235,80.86,17.13K,0.04%
2010-04-21,81.266,81.2,81.44,81.065,15.06K,0.15%
2010-04-22,81.682,81.32,81.925,81.14,21.23K,0.51%
2010-04-23,81.498,82.115,82.2,81.45,24.67K,-0.23%
2010-04-26,81.615,81.58,81.845,81.365,13.24K,0.14%
2010-04-27,82.31,81.38,82.75,81.36,34.23K,0.85%
2010-04-28,82.535,82.43,82.87,82.16,31.16K,0.27%
2010-04-29,82.161,82.48,82.54,82.035,21.45K,-0.45%
2010-04-30,81.991,82.075,82.23,81.745,16.63K,-0.21%
2010-05-03,82.399,82.05,82.69,81.87,13.06K,0.50%
2010-05-04,83.421,82.49,83.65,82.405,30.92K,1.24%
2010-05-05,84.2,83.615,84.435,83.47,39.60K,0.93%
2010-05-06,85.047,84.265,85.46,84.06,68.91K,1.01%
2010-05-07,84.659,84.995,85.355,84.235,69.10K,-0.46%
2010-05-10,84.335,83.9,84.54,83.07,37.30K,-0.38%
2010-05-11,84.613,84.585,84.905,84.33,24.66K,0.33%
2010-05-12,84.967,84.855,85.1,84.33,20.44K,0.42%
2010-05-13,85.342,84.885,85.57,84.66,20.77K,0.44%
2010-05-14,86.231,85.485,86.435,85.335,32.38K,1.04%
2010-05-17,86.377,86.41,87.21,86.2,27.77K,0.17%
2010-05-18,87.315,86.37,87.525,86.045,45.17K,1.09%
2010-05-19,86.54,87.595,87.625,86.235,51.81K,-0.89%
2010-05-20,85.706,86.475,86.985,85.555,49.47K,-0.96%
2010-05-21,85.537,85.86,86.2,85.325,35.86K,-0.20%
2010-05-24,86.337,85.68,86.63,85.655,18.94K,0.94%
2010-05-25,86.888,86.6,87.55,86.425,37.33K,0.64%
2010-05-26,87.244,86.725,87.48,86.625,25.89K,0.41%
2010-05-27,86.282,87.37,87.375,86.205,30.50K,-1.10%
2010-05-28,86.582,86.34,86.895,85.935,25.26K,0.35%
2010-05-31,86.67,86.86,86.86,86.535,2.50K,0.10%
2010-06-01,86.725,86.725,87.58,86.22,28.00K,0.06%
2010-06-02,86.877,86.81,87.265,86.695,17.00K,0.18%
2010-06-03,87.214,86.77,87.35,86.385,19.55K,0.39%
2010-06-04,88.315,87.19,88.405,86.975,37.18K,1.26%
2010-06-07,88.463,88.4,88.8,88.23,20.71K,0.17%
2010-06-08,88.473,88.545,88.65,88.02,35.40K,0.01%
2010-06-09,87.935,88.185,88.425,87.445,32.77K,-0.61%
2010-06-10,87.166,87.94,88.08,86.77,30.70K,-0.87%
2010-06-11,87.517,87.03,87.67,86.96,15.86K,0.40%
2010-06-14,86.504,87.4,87.4,86.38,1.89K,-1.16%
2010-06-15,86.29,87,87.175,86.19,15.98K,-0.25%
2010-06-16,86.386,86.365,86.705,86.21,15.33K,0.11%
2010-06-17,85.982,86.485,86.81,85.795,20.95K,-0.47%
2010-06-18,85.976,85.925,86.06,85.735,8.43K,-0.01%
2010-06-21,86.239,85.67,86.345,85.36,19.02K,0.31%
2010-06-22,86.408,86.21,86.545,86.045,15.42K,0.20%
2010-06-23,86.048,86.4,86.71,85.905,24.35K,-0.42%
2010-06-24,86.017,86.13,86.28,85.685,18.67K,-0.04%
2010-06-25,85.579,86,86.415,85.52,18.56K,-0.51%
2010-06-28,85.922,85.58,86.065,85.475,15.19K,0.40%
2010-06-29,86.34,85.91,86.6,85.91,19.98K,0.49%
2010-06-30,86.281,86.48,86.57,85.875,17.90K,-0.07%
2010-07-01,84.984,86.45,86.545,84.675,36.02K,-1.50%
2010-07-02,84.67,84.855,85.01,84.36,20.61K,-0.37%
2010-07-05,84.862,84.725,84.96,84.56,1.58K,0.23%
2010-07-06,84.306,84.95,85.075,84.04,19.22K,-0.66%
2010-07-07,84.038,84.28,84.595,83.965,19.01K,-0.32%
2010-07-08,84.036,84.195,84.245,83.88,17.82K,0.00%
2010-07-09,84.152,83.995,84.315,83.835,16.39K,0.14%
2010-07-12,84.407,84.08,84.635,84.08,12.71K,0.30%
2010-07-13,83.821,84.425,84.725,83.545,25.69K,-0.69%
2010-07-14,83.598,83.71,83.875,83.365,16.82K,-0.27%
2010-07-15,82.743,83.59,83.685,82.43,25.13K,-1.02%
2010-07-16,82.658,82.61,82.795,82.25,22.19K,-0.10%
2010-07-19,82.705,82.79,82.995,82.5,18.98K,0.06%
2010-07-20,82.929,82.82,83.27,82.355,17.82K,0.27%
2010-07-21,83.593,82.88,83.64,82.76,19.00K,0.80%
2010-07-22,82.782,83.47,83.545,82.64,21.06K,-0.97%
2010-07-23,82.629,82.69,83.22,82.39,25.68K,-0.18%
2010-07-26,82.242,82.7,82.815,82.135,15.88K,-0.47%
2010-07-27,82.328,82.23,82.53,81.97,15.69K,0.10%
2010-07-28,82.31,82.305,82.425,82.07,14.00K,-0.02%
2010-07-29,81.754,82.22,82.285,81.6,16.10K,-0.68%
2010-07-30,81.655,81.76,82.08,81.565,17.16K,-0.12%
2010-08-02,81.055,81.57,81.67,80.9,16.29K,-0.73%
2010-08-03,80.684,81.01,81.13,80.555,14.53K,-0.46%
2010-08-04,80.992,80.72,81.22,80.6,17.99K,0.38%
2010-08-05,80.93,81.09,81.225,80.625,14.15K,-0.08%
2010-08-06,80.496,80.89,81.23,80.17,20.21K,-0.54%
2010-08-09,80.789,80.485,80.84,80.345,11.86K,0.36%
2010-08-10,80.924,80.845,81.65,80.775,32.68K,0.17%
2010-08-11,82.428,81.09,82.63,81.08,31.55K,1.86%
2010-08-12,82.767,82.59,82.935,82.235,17.75K,0.41%
2010-08-13,83.038,82.7,83.35,82.29,15.14K,0.33%
2010-08-16,82.635,83.03,83.14,82.35,11.21K,-0.49%
2010-08-17,82.324,82.575,82.61,82.115,13.81K,-0.38%
2010-08-18,82.31,82.37,82.605,81.995,14.08K,-0.02%
2010-08-19,82.54,82.625,82.835,82.095,20.38K,0.28%
2010-08-20,83.16,82.58,83.43,82.515,21.30K,0.75%
2010-08-23,83.228,83.165,83.375,82.955,18.63K,0.08%
2010-08-24,83.206,83.445,83.635,82.895,37.59K,-0.03%
2010-08-25,83.331,83.365,83.57,83,25.56K,0.15%
2010-08-26,82.983,83.26,83.33,82.665,29.45K,-0.42%
2010-08-27,82.968,82.975,83.235,82.69,23.10K,-0.02%
2010-08-30,83.226,82.85,83.405,82.79,14.73K,0.31%
